0000,0000,0000,0400
0000,0000,0000,0800
0001,0001,0001,0601
0001,0001,0001,0801
0002,0002,0002,0602
0002,0002,0002,0802
0002,0102,0102,0202
0002,0102,0102,0502
0002,0202,0202,0002
0002,0202,0202,0302
0003,0003,0003,0103
0003,0003,0003,0603
0003,0003,0003,0703
0003,0103,0103,0303
0003,0103,0103,0803
0003,0203,0203,0203
0003,0203,0203,0303
0004,0004,0004,0404
0004,0004,0004,0704
0004,0004,0004,0804
0004,0104,0104,0504
0005,0005,0005,0205
0005,0005,0005,0905
0005,0105,0105,0005
0005,0105,0105,0005
0005,0105,0105,0505
0005,0205,0205,0305
0006,0006,0006,0206
0006,0006,0006,0306
0006,0106,0106,0106
0006,0106,0106,0506
0006,0106,0106,0806
0006,0206,0206,0706
0007,0007,0007,0207
0007,0007,0007,0207
0007,0007,0007,0407
0007,0207,0207,0607
0008,0008,0008,0208
0008,0108,0108,0108
0008,0108,0108,0108
0008,0108,0108,0708
0009,0009,0009,0409
0009,0109,0109,0109
0009,0109,0109,0609
0009,0209,0209,0309
0009,0209,0209,0609
0010,0010,0010,0310
0010,0010,0010,0910
0010,0110,0110,0610
0010,0210,0210,0310
0010,0210,0210,0310
0011,0011,0011,0211
0011,0111,0111,0311
0011,0111,0111,0611
0011,0111,0111,0711
0011,0211,0211,0611
0012,0012,0012,0512
0012,0112,0112,0712
0013,0013,0013,0313
0013,0113,0113,0113
0013,0113,0113,0313
0013,0113,0113,0713
0013,0113,0113,0913
0014,0014,0014,0214
0014,0014,0014,0714
0014,0114,0114,0114
0014,0114,0114,0614
0014,0114,0114,0714
0015,0015,0015,0515
0015,0115,0115,0115
0015,0115,0115,0215
0015,0115,0115,0315
0015,0115,0115,0715
0015,0215,0215,0315
0015,0215,0215,0715
0015,0215,0215,0915
0016,0016,0016,0316
0016,0116,0116,0316
0016,0116,0116,0416
0016,0116,0116,0716
0016,0216,0216,0416
0016,0216,0216,0616
0017,0017,0017,0317
0017,0117,0117,0417
0017,0117,0117,0717
0017,0217,0217,0617
0018,0118,0118,0218
0018,0118,0118,0918
0019,0019,0019,0219
0019,0019,0019,0319
0019,0019,0019,0919
0019,0119,0119,0519
0019,0219,0219,0719
0020,0120,0120,0720
0021,0021,0021,0421
0021,0021,0021,0921
0021,0121,0121,0221
0021,0121,0121,0721
0021,0221,0221,0221
0022,0022,0022,0322
0022,0022,0022,0722
0022,0122,0122,0722
0022,0222,0222,0222
0023,0023,0023,0723
0023,0123,0123,0523
0024,0224,0224,0024
0024,0224,0224,0324
0024,0224,0224,0324
0025,0025,0025,0225
0025,0125,0125,0525
0025,0225,0225,0125
0026,0026,0026,0726
0026,0226,0226,0226
0026,0226,0226,0726
0027,0027,0027,0027
0027,0027,0027,0427
0027,0027,0027,0527
0027,0127,0127,0627
0027,0227,0227,0127
0027,0227,0227,0527
0028,0128,0128,0828
0028,0228,0228,0228
0028,0228,0228,0528
0029,0029,0029,0029
0029,0029,0029,0729
0029,0129,0129,0529
0029,0129,0129,0529
0029,0129,0129,0729
0029,0229,0229,0329
0029,0229,0229,0729
0030,0030,0030,0030
0030,0030,0030,0230
0030,0030,0030,0730
0030,0130,0130,0230
0030,0230,0230,0830
0030,0230,0230,0830
0031,0031,0031,0031
0031,0031,0031,0731
0031,0131,0131,0731
0031,0231,0231,0831
0032,0032,0032,0432
0032,0032,0032,0732
0032,0032,0032,0832
0032,0132,0132,0532
0032,0132,0132,0732
0032,0232,0232,0232
0032,0232,0232,0232
0032,0232,0232,0832
0032,0232,0232,0932
0033,0033,0033,0333
0033,0033,0033,0333
0033,0033,0033,0533
0033,0133,0133,0333
0033,0133,0133,0533
0033,0233,0233,0633
0033,0233,0233,0833
0033,0233,0233,0833
0033,0233,0233,0933
0034,0134,0134,0134
0034,0234,0234,0734
0034,0234,0234,0834
0035,0035,0035,0835
0035,0135,0135,0035
0035,0235,0235,0035
0035,0235,0235,0935
0036,0036,0036,0736
0036,0036,0036,0836
0036,0136,0136,0136
0036,0136,0136,0236
0036,0236,0236,0836
0037,0037,0037,0237
0037,0037,0037,0737
0037,0037,0037,0937
0037,0237,0237,0037
0037,0237,0237,0337
0038,0138,0138,0338
0038,0238,0238,0338
0039,0039,0039,0239
0039,0039,0039,0339
0039,0139,0139,0539
0039,0239,0239,0339
0040,0240,0240,0340
0040,0240,0240,0440
0040,0240,0240,0840
0041,0041,0041,0241
0041,0141,0141,0041
0042,0142,0142,0142
0042,0142,0142,0642
0043,0043,0043,0743
0045,0145,0145,0545
0045,0245,0245,0345
0045,0245,0245,0345
0046,0046,0046,0346
0046,0046,0046,0546
0046,0046,0046,0746
0046,0146,0146,0146
0047,0147,0147,0147
0047,0147,0147,0247
0047,0247,0247,0347
0047,0247,0247,0647
0048,0048,0048,0248
0048,0148,0148,0048
0048,0248,0248,0348
0049,0149,0149,0549
0049,0149,0149,0649
0049,0249,0249,0349
0049,0249,0249,0649
0050,0050,0050,0450
0050,0050,0050,0550
0050,0150,0150,0050
0050,0150,0150,0150
0050,0150,0150,0650
0050,0250,0250,0250
0051,0051,0051,0551
0051,0051,0051,0651
0051,0051,0051,0751
0051,0251,0251,0351
0052,0152,0152,0052
0052,0152,0152,0152
0052,0152,0152,0252
0052,0252,0252,0452
0053,0053,0053,0953
0053,0153,0153,0353
0053,0253,0253,0453
0054,0054,0054,0654
0054,0054,0054,0754
0054,0154,0154,0154
0054,0154,0154,0354
0054,0154,0154,0554
0055,0055,0055,0755
0055,0255,0255,0155
0055,0255,0255,0355
0056,0056,0056,0056
0056,0156,0156,0156
0056,0156,0156,0556
0056,0256,0256,0756
0057,0157,0157,0157
0057,0257,0257,0257
0057,0257,0257,0457
0057,0257,0257,0657
0058,0058,0058,0658
0058,0258,0258,0458
0058,0258,0258,0558
0059,0059,0059,0259
0059,0059,0059,0959
0059,0159,0159,0359
0059,0159,0159,0559
0059,0159,0159,0759
0059,0259,0259,0459
0059,0259,0259,0559
0060,0160,0160,0160
0060,0160,0160,0360
0061,0161,0161,0361
0061,0161,0161,0561
0061,0261,0261,0361
0061,0261,0261,0361
0061,0261,0261,0761
0062,0162,0162,0562
0062,0162,0162,0662
0062,0262,0262,0162
0063,0163,0163,0763
0063,0263,0263,0263
0064,0064,0064,0264
0064,0064,0064,0664
0064,0064,0064,0764
0064,0064,0064,0864
0064,0164,0164,0364
0064,0164,0164,0364
0064,0264,0264,0064
0064,0264,0264,0764
0065,0065,0065,0565
0065,0165,0165,0565
0065,0165,0165,0965
0066,0066,0066,0266
0066,0166,0166,0566
0066,0266,0266,0366
0066,0266,0266,0866
0067,0067,0067,0167
0067,0067,0067,0667
0067,0267,0267,0767
0067,0267,0267,0867
0068,0068,0068,0668
0068,0168,0168,0368
0069,0069,0069,0569
0069,0069,0069,0769
0069,0169,0169,0069
0069,0169,0169,0269
0069,0169,0169,0269
0069,0169,0169,0569
0069,0269,0269,0269
0069,0269,0269,0469
0069,0269,0269,0869
0070,0070,0070,0670
0070,0070,0070,0770
0070,0170,0170,0270
0070,0270,0270,0070
0071,0071,0071,0671
0071,0171,0171,0171
0071,0171,0171,0571
0071,0271,0271,0171
0071,0271,0271,0371
0071,0271,0271,0671
0072,0072,0072,0772
0072,0172,0172,0972
0072,0272,0272,0272
0072,0272,0272,0372
0072,0272,0272,0872
0073,0073,0073,0573
0073,0073,0073,0573
0073,0173,0173,0373
0073,0273,0273,0473
0074,0074,0074,0274
0074,0174,0174,0174
0074,0274,0274,0074
0074,0274,0274,0174
0075,0075,0075,0275
0075,0075,0075,0275
0075,0075,0075,0675
0075,0075,0075,0775
0075,0175,0175,0375
0075,0275,0275,0375
0075,0275,0275,0475
0076,0076,0076,0276
0076,0076,0076,0276
0076,0076,0076,0976
0076,0176,0176,0276
0077,0077,0077,0277
0077,0277,0277,0777
0078,0078,0078,0578
0078,0078,0078,0778
0078,0178,0178,0478
0078,0278,0278,0878
0079,0079,0079,0279
0079,0179,0179,0979
0079,0279,0279,0079
0080,0080,0080,0280
0080,0080,0080,0380
0080,0080,0080,0580
0080,0180,0180,0380
0080,0180,0180,0580
0081,0081,0081,0281
0081,0181,0181,0581
0081,0181,0181,0981
0081,0281,0281,0681
0082,0082,0082,0582
0082,0182,0182,0982
0082,0282,0282,0682
0082,0282,0282,0982
0083,0083,0083,0583
0083,0083,0083,0983
0083,0083,0083,0983
0083,0183,0183,0283
0083,0283,0283,0683
0084,0084,0084,0784
0084,0084,0084,0984
0084,0184,0184,0584
0084,0284,0284,0084
0085,0085,0085,0885
0085,0285,0285,0585
0086,0086,0086,0586
0086,0086,0086,0686
0086,0286,0286,0786
0087,0087,0087,0187
0087,0087,0087,0587
0087,0087,0087,0587
0087,0287,0287,0187
0087,0287,0287,0387
0087,0287,0287,0587
0087,0287,0287,0887
0088,0088,0088,0588
0088,0188,0188,0288
0088,0188,0188,0888
0089,0289,0289,0389
0090,0190,0190,0190
0090,0190,0190,0390
0090,0290,0290,0190
0091,0091,0091,0591
0091,0191,0191,0991
0091,0291,0291,0391
0091,0291,0291,0491
0092,0092,0092,0192
0092,0092,0092,0592
0092,0092,0092,0792
0092,0192,0192,0992
0093,0093,0093,0693
0093,0093,0093,0993
0093,0193,0193,0593
0094,0094,0094,0094
0094,0094,0094,0994
0094,0094,0094,0994
0094,0294,0294,0394
0095,0095,0095,0995
0095,0295,0295,0195
0095,0295,0295,0395
0095,0295,0295,0495
0095,0295,0295,0895
0096,0096,0096,0196
0096,0096,0096,0996
0096,0096,0096,0996
0096,0296,0296,0496
0096,0296,0296,0796
0096,0296,0296,0996
0097,0097,0097,0197
0097,0097,0097,0997
0097,0197,0197,0997
0097,0297,0297,0397
0097,0297,0297,0997
0098,0098,0098,0198
0098,0098,0098,0298
0098,0098,0098,0998
0098,0198,0198,0598
0098,0198,0198,0998
0098,0298,0298,0798
0099,0099,0099,0099
0099,0099,0099,0699
0099,0299,0299,0499
